cp,colonia,tipo,municipio,estado,ciudad,ZONA,,,,,,,,,,,,,,,,,,,Caliente
45136,La Toscana,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Novaterra,Condominio,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Real del Carmen,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Residencial del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Real del Carmen Grand,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,La Ceiba,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Lugano,Condominio,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Abadía,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,La Mora,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Los Girasoles,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Residencial Poniente,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Jardín Real,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Parque Real,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Las Lomas Club Golf,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Puerta Real,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Puerta del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45136,Rinconadas del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Rinconadas de Zapopan,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Rinconada del Aire,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Los Mandarinos,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Jardines San Francisco,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Armonía Hábitat,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Puerta Laurel,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Lucero del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Pacífica Habitat,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,El Real,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,El Secreto,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Las Bóvedas,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Flores del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,La Tuzania,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Ex Hacienda de La Mora,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Jardines Del Valle,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,La Casita,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Girasoles Elite,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Jardines de Nuevo México,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,V Región Militar,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Nuevo México,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Hogares de Nuevo México,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Parques de Zapopan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Héroes Nacionales,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Jardines de Santa Margarita,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Base Aérea Militar No. 5,Equipamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Misión del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Praderas de San Antonio,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Colegio Del Aire,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Luis Donaldo Colosio,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Girasoles Acueducto,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Misión Jardines,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Villas de Nuevo México,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Misión del Valle II,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Residencial Santa Fe,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,El Olivo,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,La Noria Residencial,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Valle Esmeralda,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,El Fresno,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Santa Margarita Residencial,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Rinconada de Los Fresnos,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,El Triángulo,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45138,Viveros del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,U.A.G.,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,El Vigía,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,La Loma,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,San Francisco,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,San José del Bajío,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,Santa Margarita,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,Unidad Abastos Belenes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45140,Residencial los Frailes,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45145,Parque Industrial Belenes Norte,Zona industrial,Zapopan,Jalisco,Zapopan,Tibio,,,,,,,,,,,,,,,,,,,
45146,Unidad República,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45147,San Isidro Ejidal,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45148,La Arboleda,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45149,Unidad FOVISSSTE,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,El Capullo,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,La Hoja Verde,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,Los Maestros,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,San Miguel de La Cañada,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,Seattle,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,Tepeyac,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45150,Ecológica Seattle,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45157,Los Paraísos,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45157,Industrial los Belenes,Colonia,Zapopan,Jalisco,Zapopan,Tibio,,,,,,,,,,,,,,,,,,,
45157,Villa de los Belenes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45157,Rinconada Lopez Cotilla,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45157,El Paraíso,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,Los Laureles,Conjunto habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,San Gilberto,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,Prados de San Ignacio,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,Los Abetos,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,Conjunto Zapopan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,Rinconada de las Azaleas,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45158,Aves del Paraíso,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45159,La Aurora,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Agraria,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Altamira,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Residencial Patria,Conjunto habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Jacarandas,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Patria,Conjunto habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Patria Raquet,Conjunto habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Patria Zoquipan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,San Miguel de la Colina,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Villa San Jorge,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Plaza Patria,Zona comercial,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45160,Villas del Bosque,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45167,Loma Blanca,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45168,Santa Fe,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45169,Lindavista,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45169,Villa Coral,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45169,Villa Magna,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45169,Villa Palmas,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45170,Colinas de Atemajac,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45170,Conjunto Seattle,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45170,GVSA,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45170,Zoquipan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45170,Ejido de Zoquiapan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45176,Unidad Patria,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45176,Lomas del Camino,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45177,Lagos del Country,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45178,Lomas de Atemajac,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45179,Santa Paula,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Jardines Seattle Unidad,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Las Fuentes,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Constitución,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Jardines de La Esperanza,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,José López Portillo,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,La Huerta,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Los Cerritos,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Nuevo Vergel,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Parques del Auditorio,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Unidad Auditorio 1a. Secc.,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Unidad Auditorio 2a Secc,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,CUCEA Universidad de Guadalajara,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,27 de Septiembre,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Venustiano Carranza,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Villas Del Marques,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Pedro Moreno,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,La Palmita,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,División del Norte,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Jardines Del Auditorio,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Del Federalismo,Condominio,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Rinconada San Isidro,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,La Joya,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,La Grana,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Hacienda San Joaquín,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Jardines Del Vergel,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Rinconada Auditorio,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Bosque Escondido,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Quinta Del Federalismo,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Hogar de Atemajac,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Jardines del Porvenir,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Las Cabañitas,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Jardines de la Cantera,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45180,Colinas de los Belenes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45184,Constituyentes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45184,Hermenegildo Galeana,Conjunto habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45185,Colinas de Tabachines,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45185,Lomas de Tabachines,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45185,La Martinica,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45185,Emiliano Zapata,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45185,Alamedas de Tesistán,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Agua Fría,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Arroyo Hondo,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Balcones de La Cantera,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Miguel Hidalgo,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Arroyo Hondo 2a Secc,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Lomas Del Refugio,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45186,Nueva España,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45187,Bosques del Centinela,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45187,Villas Del Centinela,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45187,Lomas Del Centinela,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45187,Rinconada de Los Sauces,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45187,Quintas del Bosque,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45187,El Bosque,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45188,Jardines de Tabachines,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45188,Lomas Del Vergel,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45188,Tabachines,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45188,San Nicolás de los Belenes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45188,Rinconadas Tabachines,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45188,Residencial Tabachines,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Villas de Guadalupe,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Vista Hermosa,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Crucero de La Mesa,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Mesa Colorada Oriente,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Mesa Colorada Poniente,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Mesa de los Ocotes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,La Coronilla,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Pedregal Zapopan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,La Higuera,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Coronilla Del Ocote,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45189,Mirador Escondido,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Atemajac Del Valle,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,El Batan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Gonzalez Ortega,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Hogares,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Indígena de Mezquitan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Jardines de los Belenes,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Las Palomas,Unidad habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Lomas Del Batan,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Los Canteros,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Conjunto Ritz,Conjunto habitacional,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Victor Hugo,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Villa Atemajac,Condominio,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Villas Alcalde,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,Azaleas Del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45190,El Carrizal,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45198,La Experiencia,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45198,Molino Del Salvador,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45199,Benito Juárez,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45199,Benito Juárez Norte,Colonia,Zapopan,Jalisco,Zapopan,Caliente,,,,,,,,,,,,,,,,,,,
45200,Coto San Francisco,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Cristo Rey,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Ampliación Santa Lucía,Colonia,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,El Álamo,Colonia,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,Haciendas de Zapopan,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,La Joyita,Fraccionamiento,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,Los Manzanos,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Los Telares,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Los Tres Vaqueros,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Martell del Valle,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Praderas de Tesistán,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Prados de Nextipac,Colonia,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Real de las Lomas,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Residencial Tesistán,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Villas de Santa Lucía,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Vistas de Tesistán,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Campestre Las Palomas,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Ejido Copalita,Colonia,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,Los Flamingos (La Vinatera),Colonia,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,El Mesón de Cópala,Colonia,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,Fuentecillas,Colonia,Zapopan,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
45200,Hacienda Cópala,Fraccionamiento,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
45200,Lomas de Montechelo (El Pedregal),Colonia,Zapopan,Jalisco,,Caliente,,,,,,,,,,,,,,,,,,,
