cp,colonia,tipo,municipio,estado,ciudad,ZONA,,,,,,,,,,,,,,,,,,,Caliente
46025,Colomos de San Nicolás,Rancho,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46025,Cuesta de Yugos,Rancho,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46025,San Nicolás de Acuña,Ranchería,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46029,Las Pilas,Ranchería,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46029,El Sabino,Ranchería,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46029,La Estancia de Abajo,Ranchería,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46029,La Cofradía,Ranchería,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46030,Rincón de San Vicente,Colonia,Huejuquilla el Alto,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46030,Cerro de Temachaco,Rancho,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46030,Tenzompa,Pueblo,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46034,Hatmasie,Colonia,Huejuquilla el Alto,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46036,Ciénega de Guadalupe,Rancho,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46037,La Soledad,Pueblo,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46037,Las Pilas,Rancho,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46037,Los Llanos,Rancho,Huejuquilla el Alto,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46040,El Vallado,Colonia,Mezquitic,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46040,Centro Mezquitic,Colonia,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46042,Las Bocas,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46042,San Juan de Navarrete,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46042,Ciénega Grande,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46042,Cerro Colorado,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46043,La Junta de Ríos,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46043,Potrero de Navarrete,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46043,Las Carreras,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46043,Minillas,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46044,Mesa del Fraile (Mesa de Guadalupe),Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46045,El Mortero,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46047,Ocota (La Taberna),Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46047,Totuate,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46049,Jimulco,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46049,Nostic,Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46050,Pedernales,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46050,Santa Cruz,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46050,Nueva Colonia,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46053,Chonacata,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46055,La Calabacilla,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46055,Las Guayabas,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46056,Pueblo Nuevo,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46056,Mayehekwa Pueblo Nuevo 2,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46056,Santa Catarina,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46056,Soconita,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46057,Las Latas,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46057,Pochotita,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46057,Taimarita,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46060,Los Amoles (Bajío de los Amoles),Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46063,El Venado,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46064,Tempeste,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46065,Tesorero,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46065,Ocota de los Llanos,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46066,Rancho de la Relación,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46067,San Sebastián Teponahuaxtlán,Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46068,Carlos Rivera Aceves [Aserradero],Colonia,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46069,Agua Zarca,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Guamuchilillo,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,La Ciénega de Huaistita (Los Quesos),Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Los Lobos,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Popotita,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Rancho el Aguacate,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,San Luis,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,San Luisito,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,San Miguel (San Miguel Huaixtita),Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Tecolote,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Tempisque,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Tierra Colorada,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46070,Tierras Blancas Huaistita,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46072,Codorniz,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46072,El Chalate (Los Chalates),Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46073,Bajío del Carrizal,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46073,Campamento,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46073,Carrizal,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46074,San Andrés Cohamiata,Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46074,Cohamiata,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46074,Huanco de Cohamiata,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46074,Las Guayabas,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46075,Rancho del Aire,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46075,El Mirador,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46076,Santa Cruz,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46076,Santa Gertrudis (Santa Cruz),Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46078,Amoltita Dos,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46078,Techalotita,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46080,La Laguna,Pueblo,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46083,El Tesorero,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46083,San José el Tesorero,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46084,Águila Blanca,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46084,El Cajón,Rancho,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46087,Rincón de San Vicente,Ranchería,Mezquitic,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46100,Villa Guerrero Centro,Colonia,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46103,La Aviación,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46103,San Felipe,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46104,Nuevo,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46105,Estanco,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46105,Loma Bonita,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46106,Verde,Barrio,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46106,Gasolinera,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46107,De la Rosa,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46109,Santa Cecilia,Colonia,Villa Guerrero,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46110,El Charco Largo,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46110,El Patito,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46110,El Plan,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46110,Santa Rita,Ranchería,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46110,Tlacuitapan,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46110,Zacatequillas,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46110,Patáhuac (Patagua),Ranchería,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46112,El Carnicero,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46112,La Nopalera (Arroyo de Agua),Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46113,Adjuntas del Norte,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,Capellanía,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,El Pirul,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,Juanacatic,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,La Boquilla,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,La Labor,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,Las Conchas (La Concha),Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,Ojo de Agua de Cardos,Ranchería,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,San Buenaventura,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46114,Uribes,Ranchería,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46115,La Cofradía,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46115,San Juan,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46117,Los Sauces,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46120,Izolta,Ranchería,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46120,San Lorenzo de Atzqueltán,Pueblo,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46123,Puerto del Viento,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46123,De Enmedio (Manillas),Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46123,San Antonio,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46124,El Limón,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46126,Los Valles,Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46127,La Ciénega de los Márquez (La Ciénega),Rancho,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46127,La Guásima,Ranchería,Villa Guerrero,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46130,El Tepec,Colonia,Bolaños,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46130,Centro de Bolaños,Colonia,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46140,Huilacatitlán (Huila),Ranchería,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46145,Agua Milpa de Abajo,Pueblo,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46152,Tuxpan de Bolaños,Pueblo,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46153,Los Cerritos,Rancho,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46155,Los Corrales (Mesa del Tirador),Rancho,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46157,Huizaista,Rancho,Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46170,Totatiche,Pueblo,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46170,La Mezquitera,Colonia,Totatiche,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46174,Santa María de Gracia,Pueblo,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46175,San Francisco,Ranchería,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46176,Acaspulco,Ranchería,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46177,Cartagena,Colonia,Totatiche,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46180,Temastián (La Cantera),Pueblo,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46190,Agua Zarca,Ranchería,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46194,Acatepulco,Ranchería,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46196,Santa Rita,Ranchería,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46197,La Cementera,Pueblo,Totatiche,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46200,Colotlan Centro,Colonia,Colotlán,Jalisco,Colotlán,Frio,,,,,,,,,,,,,,,,,,,
46202,Tochopa,Colonia,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46202,La Cantera,Barrio,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46202,De la Arboleda,Fraccionamiento,Colotlán,Jalisco,Colotlán,Caliente,,,,,,,,,,,,,,,,,,,
46202,Del Bosque,Colonia,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46203,Las Pilas,Colonia,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46203,Chihuahua,Barrio,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46204,Lomas de la Cruz,Colonia,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46205,Rincón Verde,Fraccionamiento,Colotlán,Jalisco,Colotlán,Caliente,,,,,,,,,,,,,,,,,,,
46205,Lomas de Oriente,Colonia,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46205,Las Golondrinas,Fraccionamiento,Colotlán,Jalisco,Colotlán,Caliente,,,,,,,,,,,,,,,,,,,
46206,El Pastor,Fraccionamiento,Colotlán,Jalisco,Colotlán,Caliente,,,,,,,,,,,,,,,,,,,
46206,Tlaxcala,Fraccionamiento,Colotlán,Jalisco,Colotlán,Caliente,,,,,,,,,,,,,,,,,,,
46206,Nuevo Tlaxcala,Fraccionamiento,Colotlán,Jalisco,Colotlán,Caliente,,,,,,,,,,,,,,,,,,,
46207,Acaponeta,Barrio,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46208,Soyatitlán,Colonia,Colotlán,Jalisco,Colotlán,Tibio,,,,,,,,,,,,,,,,,,,
46210,Mesa de Flores,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46225,Santiago Tlatelolco,Pueblo,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46225,Canoas de Arriba,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46227,El Epazote,Hacienda,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46227,El Aguaje,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46228,San Antonio de las Lajas,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46230,El Carrizal,Congregación,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46234,Agua Gorda,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46235,San Rafael del Refugio,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46235,San Francisco del Refugio,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46236,Dolores,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46236,Tulimic de Guadalupe,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46236,Tulimic Del Rosario,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46237,Los Veliz,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46238,Ciénega de los Alejos,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46239,San Nicolás,Ranchería,Colotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46240,Linda Vista,Colonia,Santa María de los Ángeles,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46240,Santa María de los Ángeles,Pueblo,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46240,Barrio de Tapias,Colonia,Santa María de los Ángeles,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46243,La Boquilla de Zaragoza (La Boquilla),Ranchería,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46245,Las Animas,Ranchería,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46248,Las Liebres,Ranchería,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46249,El Fraile,Ranchería,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46250,San José de Huacasco,Colonia,Santa María de los Ángeles,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46255,Sáuz de los Marquez,Ejido,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46256,Tenasco de Arriba,Ranchería,Santa María de los Ángeles,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46259,Veintiuno de Marzo (La Hiedrita),Colonia,Santa María de los Ángeles,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46260,Los Pocitos,Colonia,Huejúcar,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46260,Huejúcar,Pueblo,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46270,San José de los Márquez,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46276,Achimec,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46280,La Mesa de María de León,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46281,Las Bocas,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46282,San Rafael de Díaz,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46288,Las Huertas,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46290,Tlalcosahua,Pueblo,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46299,Ciénega Grande,Ranchería,Huejúcar,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46300,Chimaltitán,Pueblo,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46305,Agua Caliente,Ranchería,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46310,Cocuasco,Ranchería,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46315,Guadalupe,Rancho,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46315,Los Cerritos,Ranchería,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46325,San Juan de los Potreros,Pueblo,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46330,Tepizuac,Ranchería,Chimaltitán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46350,San Martin de Bolaños,Pueblo,San Martín de Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46360,El Platanar,Ranchería,San Martín de Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46370,La Joya,Ranchería,San Martín de Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46380,San Miguel,Ranchería,San Martín de Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46385,Agua Caliente,Ranchería,San Martín de Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46386,El Platanito,Ranchería,San Martín de Bolaños,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46400,Tequila Centro,Colonia,Tequila,Jalisco,Tequila,Frio,,,,,,,,,,,,,,,,,,,
46400,El Ranchito,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,IPROVIPE I (El Camichín),Fraccionamiento,Tequila,Jalisco,Tequila,Caliente,,,,,,,,,,,,,,,,,,,
46402,Mayahuel,Colonia,Tequila,Jalisco,Tequila,Caliente,,,,,,,,,,,,,,,,,,,
46402,Josefa Ortíz de Domínguez,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,La Escondida,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,El Cerrito,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,Obrera,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,Pino Suárez,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,INFONAVIT,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46402,Potrero de la Mula (Luis Donaldo Colosio),Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Miguel de la Madrid,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Colinas del Rosario,Colonia,Tequila,Jalisco,Tequila,Frio,,,,,,,,,,,,,,,,,,,
46403,La Estación,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Cofradía,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Ojo de Agua,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,El Maluaste,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,El Rosario,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,La Mezcalera,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Lomas del Paraíso,Colonia,Tequila,Jalisco,Tequila,Caliente,,,,,,,,,,,,,,,,,,,
46403,El Tezcalame,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Santa Cruz de los Espinos,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46403,Sauza,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46404,La Villita,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46404,Chulavista,Colonia,Tequila,Jalisco,Tequila,Caliente,,,,,,,,,,,,,,,,,,,
46404,Ex Hacienda de Abajo,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46404,El Trapiche,Colonia,Tequila,Jalisco,Tequila,Tibio,,,,,,,,,,,,,,,,,,,
46405,Potrero de los Rivera,Ranchería,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46407,Santa Ana (Las Ánimas),Colonia,Tequila,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46407,El Medineño,Ejido,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46407,La Noria,Ranchería,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46408,El Olvido,Ranchería,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46408,El Salvador,Pueblo,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46409,La Puerta de San Pedro (La Puerta de Enmedio),Colonia,Tequila,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
46409,San Martin de las Cañas,Ejido,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46409,Santa Teresa,Ejido,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
46409,Tapexco,Ranchería,Tequila,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
